Year,river,date,DO,BOD,COD,SS,pH,NH3N,TEMP,COND,SAL,TUR,TC,Class
2022,GOMBAK,15/9/2022,6.27,9,24,72,7.25,3.13,28.3,170.144,0.079,49.006,650000,Slightly Polluted
2022,GOMBAK,15/11/2022,7.111,6,24,144,7.1,0.94,27.13,135.679,0.063,173.75,310000,Slightly Polluted
2022,BATU,15/1/2022,4.682,13,63,53,7.184,6.18,27.692,273.24,0.128,31.525,9600000,Polluted
2022,BATU,11/3/2022,5.529,6,26,59,7.096,3.42,29.16,208.153,0.097,49.545,1100000,Slightly Polluted
2022,BATU,19/5/2022,6.37,5,18,39,7.145,0.82,28.473,112.243,0.051,59.204,1020000,Slightly Polluted
2022,BATU,13/7/2022,6.534,5,15,17,7.173,1.24,28.125,141.003,0.065,19.443,460000,Slightly Polluted
2022,BATU,14/9/2022,6.686,6,17,28,7.175,1.62,28.291,112.262,0.051,33.218,960000,Slightly Polluted
2022,BATU,15/11/2022,6.865,5,18,152,7.175,0.61,27.319,116.147,0.053,139.029,430000,Slightly Polluted
2023,RASAU,4/1/2023,6.047,2,9,<1.000,6.34,0.13,28.398,84.9,0.038,0.487,39000,Clean
2023,RASAU,7/3/2023,6.538,<1.000,4,1,6.388,0.21,29.438,99.523,0.045,5.203,41000,Clean
2023,RASAU,9/5/2023,6.277,<1.000,3,2,6.322,0.08,29.136,91.671,0.042,1.514,25000,Clean
2023,RASAU,6/7/2023,6.073,1,3,1,6.273,0.16,27.998,117.403,0.054,2.035,58000,Clean
2023,RASAU,6/9/2023,7.774,<1.000,13,2,7.846,<0.010,27.74,113.238,0.052,0.914,470000,Clean
2023,RASAU,6/11/2023,6.928,<1.000,2,4,6.705,0.2,28.451,93.833,0.043,6.054,41000,Clean
2023,KLANG,9/1/2023,7.993,<1.000,5,<1.000,7.315,<0.010,28.397,34.874,0.015,7.763,22500,Clean
2023,KLANG,8/3/2023,8.913,<1.000,2,<1.000,6.806,0.02,29.506,53.081,0.023,1.875,230000,Clean
2023,KLANG,17/5/2023,7.581,<1.000,6,3,6.479,0.12,29.365,50.939,0.022,0.951,890000,Clean
2023,KLANG,12/7/2023,7.97,1,20,14,7.129,0.03,29.504,39.15,0.017,9.55,29000,Clean
2023,KLANG,11/9/2023,7.699,<1.000,9,2,7.125,0.02,29.001,34.611,0.014,1.185,430000,Clean
2023,KLANG,10/11/2023,6.875,<1.000,5,<1.000,6.399,0.08,29.005,67.235,0.03,1.068,580000,Clean
2023,KLANG,9/1/2023,7.523,1,7,<1.000,6.982,0.6,26.391,71.818,0.032,3.211,250000,Clean
2023,KLANG,8/3/2023,6.977,1,4,4,6.902,0.96,27.58,98.314,0.045,6.681,530000,Clean
2023,KLANG,17/5/2023,2.94,9,31,8,6.606,4.56,28.474,186.652,0.087,6.757,310000,Polluted
2023,KLANG,12/7/2023,7.785,2,18,16,6.746,0.32,26.304,67.579,0.03,349.642,72000,Clean
2023,KLANG,11/9/2023,7.287,2,7,4,6.866,0.42,28.805,54.508,0.024,4.269,410000,Clean
2023,KLANG,10/11/2023,7.678,2,7,10,6.818,0.13,25.766,59.245,0.026,8.065,500000,Clean
2023,BATU,6/1/2023,8.299,<1.000,3,<1.000,7.388,<0.010,23.848,23.453,0.009,0.529,6000,Clean
2023,BATU,17/3/2023,8.36,<1.000,3,2,7.35,<0.010,24.235,27.803,0.011,0.819,4700,Clean
2023,BATU,16/5/2023,7.883,<1.000,5,<1.000,7.161,<0.010,25.415,23.686,0.009,0.695,3900,Clean
2023,BATU,10/7/2023,8.511,<1.000,6,2,7.484,<0.010,24.24,29.265,0.012,2.141,4700,Clean
2023,BATU,8/9/2023,8.061,<1.000,4,<1.000,7.383,<0.010,25.186,25.58,0.01,0.462,5000,Clean
2023,BATU,16/11/2023,8.278,<1.000,2,<1.000,7.165,<0.010,24.955,24.386,0.01,0.369,42000,Clean
2023,DAMANSARA,10/1/2023,4.662,19,69,332,7.644,1.54,26.891,160.595,0.075,291.51,1210000,Polluted
2023,DAMANSARA,20/3/2023,5.902,5,41,34,7.056,3.62,29.058,215.692,0.101,40.176,510000,Slightly Polluted
2023,DAMANSARA,4/5/2023,5.665,3,17,54,6.987,1.09,30.303,179.28,0.083,35.537,450000,Slightly Polluted
2023,DAMANSARA,18/7/2023,5.218,7,24,50,7.002,3.39,28.619,254.792,0.119,59.094,270000,Slightly Polluted
2023,DAMANSARA,18/9/2023,5.011,4,30,117,7.137,4.62,31.086,203.12,0.094,79.276,780000,Slightly Polluted
2023,DAMANSARA,9/11/2023,4.517,6,26,38,7.032,3.27,29.252,219.451,0.102,24.223,1080000,Slightly Polluted
2023,DAMANSARA,10/1/2023,4.121,13,44,230,7.522,1.88,27.127,157.723,0.073,235.661,1220000,Polluted
2023,DAMANSARA,9/3/2023,5.932,5,21,28,7.127,3.86,30.095,236.125,0.11,31.745,350000,Slightly Polluted
2023,DAMANSARA,4/5/2023,5.818,4,21,44,6.967,0.97,31.169,182.509,0.084,32.05,460000,Slightly Polluted
2023,DAMANSARA,18/7/2023,5.426,12,29,41,7.175,3.74,28.888,254.135,0.119,47.773,54500,Slightly Polluted
2023,DAMANSARA,18/9/2023,5.321,8,45,139,7.204,4.79,31.251,210.152,0.097,106.117,650000,Polluted
2023,DAMANSARA,9/11/2023,4.685,6,25,44,6.999,3.29,29.538,219.137,0.102,31.311,1390000,Slightly Polluted
2023,KUYOH,4/1/2023,5.272,6,28,11,7.198,4.39,28.38,216.201,0.101,17.555,1060000,Slightly Polluted
2023,KUYOH,7/3/2023,5.578,6,29,18,7.317,4.92,29.999,289.393,0.136,12.855,540000,Slightly Polluted
2023,KUYOH,9/5/2023,4.932,6,19,15,7.049,4.03,29.82,253.01,0.118,15.666,590000,Slightly Polluted
2023,KUYOH,6/7/2023,5.232,10,24,13,7.131,3.23,29.019,258.277,0.121,12.45,500000,Slightly Polluted
2023,KUYOH,6/9/2023,5.21,2,33,20,7.335,2.98,27.862,194.77,0.091,20.076,480000,Slightly Polluted
2023,KUYOH,6/11/2023,5.684,5,18,24,7.452,2.81,28.752,213.719,0.1,22.806,580000,Slightly Polluted
2023,KERAYONG,11/1/2023,4.15,20,56,8,7.198,7.46,28.318,290.196,0.136,13.21,156000000,Polluted
2023,KERAYONG,16/3/2023,3.671,17,62,14,7.064,7.76,29.758,309.76,0.146,12.059,1590000,Polluted
2023,KERAYONG,15/5/2023,3.482,37,103,21,6.988,6.93,31.078,314.142,0.147,12.362,11000000,Polluted
2023,KERAYONG,11/7/2023,3.584,22,68,14,7.054,5.32,29.651,302.277,0.142,10.027,8900000,Polluted
2023,KERAYONG,12/9/2023,3.644,27,85,22,6.979,7.39,29.905,305.39,0.143,15.468,100000000,Polluted
2023,KERAYONG,18/11/2023,3.917,19,57,14,7.067,5.72,28.948,279.269,0.131,11.148,1940000,Polluted
2023,KLANG,16/1/2023,5.238,7,31,9,7.221,3.36,30.325,8849.563,4.899,9.774,740000,Slightly Polluted
2023,KLANG,10/3/2023,4.068,3,22,63,7.047,3.25,29.233,15340.247,8.887,48.882,400000,Slightly Polluted
2023,KLANG,4/5/2023,3.718,5,15,57,6.669,0.71,28.876,250.924,0.117,43.705,1490000,Slightly Polluted
2023,KLANG,5/7/2023,4.732,4,34,60,7.317,4.71,29.874,14496.125,8.35,42.398,4700000,Slightly Polluted
2023,KLANG,7/9/2023,3.21,3,22,11,6.99,2.39,29.015,12643.505,7.21,7.953,410000,Slightly Polluted
2023,KLANG,7/11/2023,4.925,4,11,28,7.306,1.26,29.262,247.373,0.116,50.049,10500,Slightly Polluted
2023,DAMANSARA,10/1/2023,5.98,10,38,55,7.107,2.53,27.142,137.788,0.064,71.169,670000,Slightly Polluted
2023,DAMANSARA,9/3/2023,4.564,7,33,11,6.896,4.63,30.552,249.838,0.117,14.076,1290000,Slightly Polluted
2023,DAMANSARA,8/5/2023,4.862,4,25,10,7.155,3.65,31.28,224.717,0.104,11.109,760000,Slightly Polluted
2023,DAMANSARA,18/7/2023,3.622,10,38,10,6.952,5.56,28.362,253.709,0.119,14.517,1010000,Polluted
2023,DAMANSARA,18/9/2023,4.576,6,30,10,6.994,5.74,31.037,209.424,0.097,11.91,1020000,Slightly Polluted
2023,DAMANSARA,9/11/2023,3.538,8,29,24,6.822,4.58,30.077,201.114,0.093,18.875,1830000,Polluted
2023,PENCHALA,10/1/2023,5.28,16,39,24,7.24,1.31,26.377,137.83,0.064,36.654,32000000,Slightly Polluted
2023,PENCHALA,9/3/2023,4.931,9,32,13,7.233,4.46,30.471,322.544,0.151,9.707,1240000,Slightly Polluted
2023,PENCHALA,8/5/2023,6.099,13,40,18,7.359,2.66,30.22,1295.233,0.639,7.743,1230000,Slightly Polluted
2023,PENCHALA,18/7/2023,5.931,7,33,12,7.355,4.57,27.986,304.788,0.144,16.577,7750000,Slightly Polluted
2023,PENCHALA,18/9/2023,5.581,7,27,12,7.397,3.51,29.863,250.553,0.117,7.746,1670000,Slightly Polluted
2023,PENCHALA,9/11/2023,5.697,15,48,40,7.237,1.03,27.935,149.518,0.069,23.731,10600000,Slightly Polluted
2023,GOMBAK,6/1/2023,8.384,<1.000,3,<1.000,7.488,<0.010,23.581,38.403,0.017,0.501,7700,Clean
2023,GOMBAK,17/3/2023,8.498,<1.000,15,2,7.329,<0.010,23.985,43.126,0.019,1.504,27000,Clean
2023,GOMBAK,16/5/2023,7.796,<1.000,3,2,7.228,<0.010,26.775,43.835,0.019,1.137,26000,Clean
2023,GOMBAK,10/7/2023,8.644,<1.000,16,24,7.47,0.01,24.853,45.722,0.02,25.315,58000,Clean
2023,GOMBAK,8/9/2023,8.185,<1.000,4,3,7.411,<0.010,24.96,43.486,0.019,4.232,24000,Clean
2023,GOMBAK,16/11/2023,8.466,<1.000,6,8,7.553,0.01,24.363,67.675,0.03,3.847,10100,Clean
2023,PUSU,6/1/2023,6.434,7,21,47,6.932,2,27.474,126.224,0.058,43.783,880000,Slightly Polluted
2023,PUSU,17/3/2023,6.078,7,18,40,6.966,3.23,28.693,138.003,0.064,30.866,690000,Slightly Polluted
2023,PUSU,16/5/2023,5.611,4,17,40,6.913,0.66,30.417,144.523,0.066,23.515,1290000,Slightly Polluted
2023,PUSU,10/7/2023,7.25,4,27,377,7.14,0.38,27.831,101.157,0.046,264.448,455000,Slightly Polluted
2023,PUSU,8/9/2023,6.421,2,7,45,6.977,0.56,29.606,122.113,0.056,31.685,300000,Clean
2023,PUSU,16/11/2023,6.485,7,18,87,6.931,1.44,27.373,123.912,0.057,53.67,1260000,Slightly Polluted
2023,KLANG,16/1/2023,3.83,13,37,10,7.208,3.12,28.665,494.719,0.236,20.203,1090000,Polluted
2023,KLANG,10/3/2023,4.009,9,33,91,7.321,4.18,29.138,642.647,0.309,39.007,680000,Polluted
2023,KLANG,4/5/2023,4.211,5,13,59,6.71,0.88,28.398,131.592,0.061,46.539,790000,Slightly Polluted
2023,KLANG,5/7/2023,4.108,15,38,67,7.515,4.84,28.74,621.197,0.299,78.725,1030000,Polluted
2023,KLANG,7/9/2023,4.146,3,18,9,7.213,2.59,27.999,210.557,0.098,13.171,220000,Slightly Polluted
2023,KLANG,7/11/2023,4.172,3,8,15,7.099,1.56,28.571,169.303,0.078,21.504,77000,Slightly Polluted
2023,KLANG,16/1/2023,4.13,6,25,6,7.273,3.3,28.689,238.209,0.111,12.644,520000,Slightly Polluted
2023,KLANG,10/3/2023,4.268,17,63,109,7.368,2.25,28.143,210.492,0.098,50.316,810000,Polluted
2023,KLANG,4/5/2023,3.823,6,23,47,6.699,0.94,28.064,143.565,0.066,39.226,560000,Slightly Polluted
2023,KLANG,5/7/2023,4.235,21,152,410,7.543,3.33,28.046,247.337,0.116,223.034,4000000,Polluted
2023,KLANG,7/9/2023,4.173,3,15,16,7.103,2.83,27.871,203.604,0.095,15.129,72000,Slightly Polluted
2023,KLANG,7/11/2023,3.731,7,23,40,6.991,1.38,28.412,182.238,0.085,24.457,55000,Slightly Polluted
2023,KLANG,16/1/2023,4.009,<1.000,36,11,7.205,4.34,28.773,231.236,0.108,14.709,900000,Slightly Polluted
2023,KLANG,10/3/2023,4.508,10,26,22,7.118,2.46,27.847,216.095,0.101,23.056,750000,Slightly Polluted
2023,KLANG,4/5/2023,5.026,5,13,43,6.877,0.59,28.817,161.913,0.075,34.928,430000,Slightly Polluted
2023,KLANG,5/7/2023,3.891,11,31,48,7.327,2.11,27.89,178.137,0.083,38.578,805000,Polluted
2023,KLANG,7/9/2023,4.619,4,26,24,7.151,3.79,28.956,252.604,0.118,19.15,370000,Slightly Polluted
2023,KLANG,7/11/2023,4.854,6,18,57,7.12,1.91,28.159,196.661,0.092,45.066,121000,Slightly Polluted
2023,SEMELAH,9/1/2023,7.439,1,6,1,7.059,0.58,26.011,68.04,0.031,3.42,250000,Clean
2023,SEMELAH,8/3/2023,7.05,<1.000,5,7,6.777,0.65,27.168,80.741,0.037,4.609,330000,Clean
2023,SEMELAH,17/5/2023,5.926,2,14,5,6.641,0.81,28.058,96.43,0.044,3.546,1090000,Clean
2023,SEMELAH,12/7/2023,7.695,1,16,15,6.867,0.26,26.394,66.86,0.03,328.522,210000,Clean
2023,SEMELAH,11/9/2023,7.183,1,6,7,6.792,0.55,28.875,56.67,0.025,2.563,300000,Clean
2023,SEMELAH,10/11/2023,7.617,2,12,18,6.76,0.14,26.015,57.346,0.025,12.852,450000,Clean
2023,GOMBAK,6/1/2023,8.299,<1.000,5,<1.000,7.366,<0.010,24.814,46.325,0.02,2.607,62000,Clean
2023,GOMBAK,17/3/2023,8.273,<1.000,7,4,7.18,<0.010,25.9,55.484,0.025,9.897,44000,Clean
2023,GOMBAK,16/5/2023,7.65,<1.000,5,2,7.259,<0.010,28.087,59.572,0.026,1.723,235000,Clean
2023,GOMBAK,10/7/2023,8.457,5,17,50,7.438,0.01,25.31,62.297,0.028,67.792,66000,Clean
2023,GOMBAK,8/9/2023,8.075,<1.000,2,8,7.646,<0.010,26.146,66.491,0.03,9.445,64000,Clean
2023,GOMBAK,16/11/2023,8.325,<1.000,10,8,7.423,0.03,25.361,51.935,0.023,9.69,52000,Clean
2023,KEROH,9/1/2023,8.112,1,7,<1.000,7.457,0.09,25.923,45.048,0.02,0.553,32000,Clean
2023,KEROH,18/3/2023,8.12,<1.000,8,<1.000,7.273,<0.010,26.314,43.766,0.019,3.873,6200,Clean
2023,KEROH,17/5/2023,7.724,<1.000,9,<1.000,6.979,0.06,27.049,38.857,0.017,2.441,3300,Clean
2023,KEROH,17/7/2023,8.256,<1.000,3,2,7.214,0.04,26.364,41.594,0.018,2.271,144000,Clean
2023,KEROH,14/9/2023,7.932,<1.000,2,<1.000,7.021,<0.010,26.618,34.436,0.014,0.249,4600,Clean
2023,KEROH,15/11/2023,8.204,<1.000,2,<1.000,6.921,<0.010,25.97,37.106,0.016,1.865,6000,Clean
2023,AMPANG,11/1/2023,6.305,9,27,32,7.337,3.06,27.424,174.447,0.081,22.11,4200000,Slightly Polluted
2023,AMPANG,16/3/2023,6.063,14,42,15,7.284,5.3,28.177,258.311,0.121,16.595,1430000,Slightly Polluted
2023,AMPANG,15/5/2023,5.744,14,39,14,7.153,6.03,28.261,229.392,0.107,8.153,5700000,Slightly Polluted
2023,AMPANG,11/7/2023,5.907,9,31,9,7.194,4.53,28.501,215.638,0.101,8.139,1410000,Slightly Polluted
2023,AMPANG,12/9/2023,5.466,6,23,13,7.22,5.21,29.425,207.014,0.096,8.768,640000,Slightly Polluted
2023,AMPANG,18/11/2023,5.729,9,32,69,7.152,3,28.168,187.226,0.087,60.966,1640000,Slightly Polluted
2023,RUMPUT,6/1/2023,8.294,<1.000,11,<1.000,7.433,<0.010,24.398,38.174,0.016,1.318,8500,Clean
2023,RUMPUT,17/3/2023,8.438,<1.000,3,2,7.363,<0.010,24.277,42.769,0.019,1.429,6100,Clean
2023,RUMPUT,16/5/2023,7.769,<1.000,5,2,7.201,<0.010,26.921,44.301,0.019,8.851,22000,Clean
2023,RUMPUT,10/7/2023,8.607,2,20,24,7.417,<0.010,25.211,49.049,0.022,24.023,38000,Clean
2023,RUMPUT,8/9/2023,8.194,<1.000,4,5,7.399,<0.010,25.26,44.564,0.019,4.121,23000,Clean
2023,RUMPUT,16/11/2023,8.401,<1.000,3,12,7.525,0.03,24.651,68.284,0.031,6.09,8700,Clean
2023,KLANG,16/1/2023,4.693,11,38,27,7.257,5.04,28.715,232.399,0.109,16.147,540000,Polluted
2023,KLANG,10/3/2023,5.613,8,28,12,7.218,3.45,28.277,270.79,0.127,15.492,555000,Slightly Polluted
2023,KLANG,4/5/2023,5.571,6,16,27,6.993,1.06,28.891,199.667,0.093,19.528,230000,Slightly Polluted
2023,KLANG,5/7/2023,5.728,11,29,50,7.386,2.43,27.823,194.899,0.091,41.915,520000,Slightly Polluted
2023,KLANG,7/9/2023,5.252,3,23,21,7.187,4.2,28.736,247.396,0.116,13.143,450000,Slightly Polluted
2023,KLANG,7/11/2023,5.361,7,18,37,7.166,2.51,28.633,196.511,0.091,31.747,520000,Slightly Polluted
2023,BATU,6/1/2023,8.142,<1.000,3,<1.000,7.151,<0.010,24.655,23.491,0.009,37.712,360000,Clean
2023,BATU,17/3/2023,8.269,<1.000,3,<1.000,7.043,<0.010,25.229,26.179,0.011,2.346,4300,Clean
2023,BATU,16/5/2023,7.822,<1.000,5,<1.000,7.06,<0.010,26.524,24.15,0.01,1.998,5700,Clean
2023,BATU,10/7/2023,8.506,<1.000,6,2,7.14,<0.010,24.47,25.386,0.01,0.827,3800,Clean
2023,BATU,8/9/2023,7.961,<1.000,2,<1.000,7.094,<0.010,25.468,10.953,0.004,3.246,5500,Clean
2023,BATU,16/11/2023,8.232,<1.000,3,<1.000,7.073,<0.010,25.108,25.004,0.01,0.213,7500,Clean
2023,AMPANG,11/1/2023,7.635,2,8,14,7.187,0.5,26.413,62.298,0.028,15.779,210000,Clean
2023,AMPANG,16/3/2023,7.082,5,21,10,7.097,2.47,28.395,122.967,0.056,7.207,400000,Slightly Polluted
2023,AMPANG,15/5/2023,6.264,12,39,69,6.957,1.23,28.936,119.16,0.055,55.419,4000000,Slightly Polluted
2023,AMPANG,11/7/2023,7.039,4,20,12,6.97,1.26,28.472,90.976,0.041,19.529,480000,Clean
2023,AMPANG,12/9/2023,7.096,2,7,7,7.062,1.08,29.193,78.505,0.035,7.656,520000,Clean
2023,AMPANG,18/11/2023,7.122,3,14,25,6.929,0.93,27.097,77.329,0.035,25.005,650000,Clean
2023,JINJANG,9/1/2023,6.758,4,15,2,7.135,1.29,28.259,103.134,0.047,4.888,285000,Clean
2023,JINJANG,18/3/2023,6.882,3,10,6,6.995,1.18,28.858,105.406,0.048,6.452,330000,Clean
2023,JINJANG,17/5/2023,6.748,3,14,6,6.964,0.65,29.674,100.287,0.046,4.793,650000,Clean
2023,JINJANG,15/7/2023,7.647,<1.000,3,11,7.144,0.85,28.252,100.981,0.046,10.892,340000,Clean
2023,JINJANG,14/9/2023,7.481,4,25,8,7.179,1.32,29.421,130.749,0.06,7.873,310000,Clean
2023,JINJANG,15/11/2023,7.333,2,11,16,7.1,0.65,27.461,99.379,0.045,12.454,340000,Clean
2023,ANAK AIR BATU,10/1/2023,7.496,6,31,45,7.304,0.45,25.514,89.484,0.041,60.25,910000,Slightly Polluted
2023,ANAK AIR BATU,9/3/2023,6.203,5,20,4,7.187,3.61,29.678,225.283,0.105,9.907,460000,Slightly Polluted
2023,ANAK AIR BATU,8/5/2023,7.284,1,5,5,7.644,1.8,29.936,264.577,0.124,3.525,510000,Clean
2023,ANAK AIR BATU,18/7/2023,6.42,4,18,2,7.182,2.51,27.124,212.136,0.099,1.825,550000,Slightly Polluted
2023,ANAK AIR BATU,18/9/2023,6.929,3,14,4,7.236,1.31,29.233,204.356,0.095,11.024,1150000,Clean
2023,ANAK AIR BATU,9/11/2023,6.359,2,15,4,7.043,1.32,27.512,166.93,0.078,11.265,710000,Clean
2023,KLANG,16/1/2023,3.976,9,31,27,7.181,3.46,28.906,243.518,0.114,23.745,1340000,Slightly Polluted
2023,KLANG,10/3/2023,3.716,16,39,51,6.901,2.45,28.539,216.441,0.101,75.341,730000,Polluted
2023,KLANG,4/5/2023,5.172,3,11,58,6.837,0.75,29.061,164.706,0.076,47.092,1010000,Slightly Polluted
2023,KLANG,5/7/2023,5.114,7,35,80,7.349,1.37,27.941,171.816,0.08,87.83,870000,Slightly Polluted
2023,KLANG,7/9/2023,4.217,4,23,64,7.143,3.79,28.611,254.333,0.119,60.77,430000,Slightly Polluted
2023,KLANG,7/11/2023,4.7,6,21,145,7.106,1.43,28.641,183.449,0.085,114.728,450000,Slightly Polluted
2023,KERAYONG,4/1/2023,3.586,10,56,17,7.426,7.11,28.277,278.812,0.131,7.064,620000,Polluted
2023,KERAYONG,7/3/2023,3.98,12,45,14,7.425,9.41,29.723,374.484,0.177,6.499,610000,Polluted
2023,KERAYONG,9/5/2023,4.291,11,30,16,7.207,5.37,29.69,271.904,0.127,3.595,540000,Slightly Polluted
2023,KERAYONG,6/7/2023,4.793,11,30,11,7.329,6.38,28.514,270.952,0.127,6.298,670000,Slightly Polluted
2023,KERAYONG,6/9/2023,5.361,10,38,15,7.371,3.31,27.84,200.067,0.093,7.729,500000,Slightly Polluted
2023,KERAYONG,6/11/2023,4.093,10,37,12,7.539,6.92,29.54,340.069,0.16,5.772,670000,Polluted
2023,PENCHALA,10/1/2023,6.168,16,43,35,7.241,2.17,25.843,138.898,0.064,41.165,1630000,Slightly Polluted
2023,PENCHALA,9/3/2023,5.812,6,29,12,7.241,3.29,29.825,265.029,0.124,9.482,670000,Slightly Polluted
2023,PENCHALA,8/5/2023,5.705,3,19,8,7.487,3.08,29.904,357.863,0.169,4.025,470000,Slightly Polluted
2023,PENCHALA,18/7/2023,5.413,10,33,16,7.245,3.83,27.363,291.677,0.137,20.904,92000,Slightly Polluted
2023,PENCHALA,18/9/2023,5.472,6,23,10,7.237,4.45,29.591,226.165,0.105,7.242,1060000,Slightly Polluted
2023,PENCHALA,9/11/2023,6.276,10,30,30,6.905,1.05,27.398,114.736,0.053,21.438,1450000,Slightly Polluted
2023,DAMANSARA,11/1/2023,4.894,7,28,36,7.162,4.04,27.392,216.388,0.101,26.514,330000,Slightly Polluted
2023,DAMANSARA,9/3/2023,6.169,6,24,32,7.178,3.04,30.405,235.591,0.11,28.801,121000,Slightly Polluted
2023,DAMANSARA,8/5/2023,5.59,5,25,48,7.374,3.28,30.973,237.315,0.11,38.01,640000,Slightly Polluted
2023,DAMANSARA,18/7/2023,5.697,9,29,45,7.282,1.99,28.678,254.347,0.119,37.476,600000,Slightly Polluted
2023,DAMANSARA,18/9/2023,5.769,5,41,117,7.208,4.8,30.464,211.045,0.098,96.915,535000,Slightly Polluted
2023,DAMANSARA,9/11/2023,5.438,7,27,46,7.069,3.42,29.033,219.448,0.102,24.492,1780000,Slightly Polluted
2023,DAMANSARA,11/1/2023,7.105,<1.000,4,4,6.851,0.1,28.2,73.821,0.033,8.945,36000,Clean
2023,DAMANSARA,9/3/2023,7.798,1,7,4,6.915,0.05,29.677,83.262,0.038,10.02,24000,Clean
2023,DAMANSARA,8/5/2023,7.528,<1.000,13,12,7.153,0.04,29.703,75.804,0.034,24.621,29000,Clean
2023,DAMANSARA,18/7/2023,8.411,3,15,5,6.898,0.03,29.014,72.25,0.032,3.503,28000,Clean
2023,DAMANSARA,18/9/2023,7.879,1,12,4,6.808,0.12,30.913,71.994,0.032,5.076,430000,Clean
2023,DAMANSARA,9/11/2023,7.56,<1.000,2,7,6.619,0.15,29.431,70.834,0.032,17.06,7400,Clean
2023,KLANG,4/1/2023,5.142,11,33,18,7.215,3.85,28.091,209.438,0.098,10.51,510000,Slightly Polluted
2023,KLANG,7/3/2023,5.951,7,22,18,7.284,3.3,28.265,267.134,0.125,11.676,390000,Slightly Polluted
2023,KLANG,9/5/2023,5.231,4,17,18,7.061,3.6,28.942,229.47,0.107,10.567,250000,Slightly Polluted
2023,KLANG,6/7/2023,5.835,8,22,27,7.193,2.99,28.233,248.399,0.116,15.032,630000,Slightly Polluted
2023,KLANG,6/9/2023,5.634,13,30,62,7.352,2.11,27.31,175.359,0.082,30.795,550000,Slightly Polluted
2023,KLANG,6/11/2023,5.61,4,13,20,7.418,2.93,28.645,187.23,0.087,16.77,330000,Slightly Polluted
2023,KLANG,7/1/2023,5.339,9,24,110,7.132,1.03,27.071,141.339,0.065,92.384,410000,Slightly Polluted
2023,KLANG,16/3/2023,5.337,9,29,15,7.069,4,26.553,248.983,0.117,12.472,800000,Slightly Polluted
2023,KLANG,15/5/2023,5.294,7,29,18,7.253,3.34,27.825,231.243,0.108,10.827,620000,Slightly Polluted
2023,KLANG,17/7/2023,5.574,3,16,20,7.092,3.44,28.465,214.904,0.1,19.178,1210000,Slightly Polluted
2023,KLANG,14/9/2023,5.542,6,29,32,7.092,0.08,29.266,206.882,0.096,15.07,880000,Clean
2023,KLANG,14/11/2023,4.855,6,14,20,6.953,1.78,27.145,154.601,0.072,14.966,380000,Slightly Polluted
2023,KLANG,7/1/2023,6.851,15,39,134,7.424,0.99,26.494,139.7,0.065,79.419,770000,Slightly Polluted
2023,KLANG,16/3/2023,5.649,11,31,18,7.101,3.24,27.804,239.129,0.112,12.952,770000,Slightly Polluted
2023,KLANG,15/5/2023,6.704,5,24,20,7.411,0.09,27.184,227.707,0.107,12.234,810000,Clean
2023,KLANG,17/7/2023,5.613,10,24,19,7.165,2.15,28.412,225.492,0.105,14.338,6350000,Slightly Polluted
2023,KLANG,14/9/2023,5.345,3,29,23,7.102,0.09,27.641,200.974,0.094,27.612,870000,Clean
2023,KLANG,14/11/2023,4.978,4,17,35,6.972,1.97,26.101,153.84,0.071,11.911,580000,Slightly Polluted
2023,KLANG,10/1/2023,5.973,11,34,59,7.191,1.62,26.001,156.78,0.073,75.501,29000000,Slightly Polluted
2023,KLANG,9/3/2023,5.099,16,41,39,7.115,3.47,28.434,238.011,0.111,18.019,600000,Polluted
2023,KLANG,8/5/2023,5.198,4,23,17,7.427,2.49,29.191,224.953,0.105,10.505,600000,Slightly Polluted
2023,KLANG,18/7/2023,5,5,32,30,7.121,2.33,27.041,206.618,0.097,21.091,620000,Slightly Polluted
2023,KLANG,18/9/2023,5.513,5,25,143,7.083,1.66,27.97,156.466,0.072,119.099,930000,Slightly Polluted
2023,KLANG,14/11/2023,5.319,4,10,16,6.98,1.68,27.538,150.02,0.069,12.151,460000,Slightly Polluted
2023,BUNOS,11/1/2023,4.296,22,51,6,6.969,1.45,27.456,227.935,0.107,4.736,133000000,Polluted
2023,BUNOS,16/3/2023,4.381,22,68,21,6.722,1.89,27.96,273.783,0.129,14.213,1520000,Polluted
2023,BUNOS,15/5/2023,4.171,11,47,18,6.87,2.79,28.884,241.246,0.113,5.419,6300000,Polluted
2023,BUNOS,11/7/2023,3.522,15,38,12,6.574,2.48,29.411,253.324,0.118,8.72,7900000,Polluted
2023,BUNOS,12/9/2023,3.226,21,69,8,6.817,0.85,29.184,263.793,0.124,4.711,10300000,Polluted
2023,BUNOS,18/11/2023,2.671,15,41,13,6.707,0.77,27.806,197.029,0.092,6.431,740000,Polluted
2023,PENCHALA,9/1/2023,7.406,4,17,37,6.866,0.12,26.285,68.279,0.031,29.852,33000,Clean
2023,PENCHALA,20/3/2023,6.439,2,7,8,6.101,0.11,26.932,66.042,0.03,6.968,31000,Clean
2023,PENCHALA,17/5/2023,6.856,1,8,5,6.268,0.17,28.957,50.958,0.022,3.188,370000,Clean
2023,PENCHALA,17/7/2023,7.17,<1.000,8,8,6.778,0.23,27.601,48.962,0.021,4.675,51000,Clean
