Year,river,date,DO,BOD,COD,SS,pH,NH3N,TEMP,COND,SAL,TUR,TC,Class
2023,PENCHALA,14/9/2023,5.706,5,14,5,6.857,1.02,28.859,65.09,0.029,3.897,450000,Slightly Polluted
2023,PENCHALA,15/11/2023,7.347,<1.000,2,2,6.184,0.12,26.201,44.578,0.019,3.117,4100,Clean
2023,JINJANG,7/1/2023,5.376,8,33,8,7.458,6.7,28.501,274.755,0.129,8.676,470000,Slightly Polluted
2023,JINJANG,18/3/2023,5.748,11,35,14,7.226,5.19,29.57,304.331,0.143,19.112,64000,Slightly Polluted
2023,JINJANG,13/5/2023,5.645,10,24,16,7.136,3.84,30.31,221.13,0.103,10.993,640000,Slightly Polluted
2023,JINJANG,15/7/2023,5.588,5,18,16,7.113,3.03,28.011,200.835,0.094,15.087,750000,Slightly Polluted
2023,JINJANG,14/9/2023,4.656,11,40,27,7.238,8.03,29.909,322.853,0.152,10.001,3500000,Polluted
2023,JINJANG,14/11/2023,5.249,8,22,13,7.068,4.89,29,237.049,0.111,9.078,440000,Slightly Polluted
2023,KEROH,7/1/2023,3.288,13,39,20,7.312,7.76,27.345,297.881,0.14,16.19,360000,Polluted
2023,KEROH,18/3/2023,4.389,9,67,14,7.382,6.63,28.92,298.784,0.14,17.703,510000,Polluted
2023,KEROH,13/5/2023,4.31,6,18,41,7.998,3.43,30.313,282.447,0.132,27.445,405000,Slightly Polluted
2023,KEROH,15/7/2023,5.061,5,19,29,7.368,5.19,27.348,287.122,0.135,34.557,380000,Slightly Polluted
2023,KEROH,13/9/2023,5.034,6,40,24,7.297,8.12,29.416,314.655,0.148,20.353,340000,Slightly Polluted
2023,KEROH,14/11/2023,4.59,8,28,14,7.134,4.49,28.549,252.028,0.118,18.183,320000,Slightly Polluted
2023,GOMBAK,10/1/2023,5.8,10,31,20,7.145,2.45,26.694,162.113,0.075,19.197,50000000,Slightly Polluted
2023,GOMBAK,20/3/2023,5.57,8,31,32,9.133,2.91,29.111,215.76,0.101,31.439,1820000,Slightly Polluted
2023,GOMBAK,13/5/2023,5.059,8,28,11,7.126,3.16,30.45,230.601,0.107,10.694,1820000,Slightly Polluted
2023,GOMBAK,15/7/2023,5.774,18,56,48,7.147,5.41,27.005,268.676,0.126,27.059,65000000,Polluted
2023,GOMBAK,13/9/2023,5.391,6,49,41,7.011,2.4,27.442,197.955,0.092,37.007,17800000,Slightly Polluted
2023,GOMBAK,15/11/2023,6.122,8,28,27,7.033,1.86,28.063,191.714,0.089,14.505,6300000,Slightly Polluted
2023,GOMBAK,9/1/2023,6.82,4,13,26,7.262,0.78,26.732,124.677,0.057,20.278,340000,Clean
2023,GOMBAK,8/3/2023,6.663,3,8,10,7.144,0.75,29.538,154.93,0.072,11.002,440000,Clean
2023,GOMBAK,16/5/2023,5.415,4,12,12,7.05,1.4,30.96,180.478,0.083,8.56,340000,Slightly Polluted
2023,GOMBAK,12/7/2023,6.988,5,23,86,7.193,0.7,27.382,173.597,0.081,77.758,640000,Slightly Polluted
2023,GOMBAK,11/9/2023,6.658,4,14,44,7.088,0.66,27.587,142.31,0.066,38.771,320000,Clean
2023,GOMBAK,10/11/2023,6.712,4,22,42,7.105,0.53,28.663,161.238,0.075,29.691,770000,Clean
2023,BATU,6/1/2023,5.903,6,31,20,7.298,3.34,28.097,193.511,0.09,17.101,700000,Slightly Polluted
2023,BATU,17/3/2023,5.258,11,31,18,7.106,4.48,30.087,217.483,0.101,10.622,800000,Slightly Polluted
2023,BATU,16/5/2023,4.756,10,30,32,7.047,4.45,30.623,225.005,0.105,19.148,1230000,Slightly Polluted
2023,BATU,10/7/2023,5.821,5,29,34,7.143,2.49,28.423,205.764,0.096,44.925,800000,Slightly Polluted
2023,BATU,8/9/2023,5.382,7,22,50,7.132,3.64,29.691,202.619,0.094,53.36,1330000,Slightly Polluted
2023,BATU,16/11/2023,6.8,3,15,20,6.914,1.15,28.252,91.612,0.042,10.564,560000,Clean
2023,JINJANG,7/1/2023,5.755,11,33,13,7.467,6.8,28.579,273.222,0.128,12.792,290000,Slightly Polluted
2023,JINJANG,18/3/2023,7.122,10,33,20,7.311,7.34,29.981,300.664,0.141,20.503,490000,Slightly Polluted
2023,JINJANG,13/5/2023,5.666,9,28,17,7.148,4.27,30.427,219.382,0.102,13.533,360000,Slightly Polluted
2023,JINJANG,15/7/2023,5.427,7,23,18,7.131,3.01,28.593,201.447,0.094,16.117,620000,Slightly Polluted
2023,JINJANG,13/9/2023,6.88,10,46,21,7.385,8.06,30.799,309.523,0.145,14.335,630000,Slightly Polluted
2023,JINJANG,14/11/2023,5.561,6,23,21,7.107,4.75,28.964,238.964,0.112,10.741,400000,Slightly Polluted
2023,TOBA,11/1/2023,5.255,16,47,24,7.273,10.2,28.936,300.795,0.141,12.676,5100000,Polluted
2023,TOBA,8/3/2023,5.317,24,69,21,7.098,7.07,29.756,286.108,0.134,40.496,840000,Polluted
2023,TOBA,17/5/2023,4.738,21,55,30,7.01,9.66,30.936,319.927,0.15,11.628,69000,Polluted
2023,TOBA,17/7/2023,5.453,24,72,56,7.157,12,29.55,356.671,0.168,19.936,3500000,Polluted
2023,TOBA,13/9/2023,4.766,13,74,46,7.091,10.6,29.798,326.276,0.153,25.686,7000000,Polluted
2023,TOBA,14/11/2023,5.373,27,67,38,7.034,5.83,28.78,299.894,0.141,19.193,10700000,Polluted
2023,UNTUT,10/1/2023,3.756,11,51,4,7.187,3.38,27.241,279.104,0.131,3.737,1030000,Polluted
2023,UNTUT,20/3/2023,4.622,7,33,7,7.098,3.49,28.705,308.756,0.145,6.365,1400000,Slightly Polluted
2023,UNTUT,13/5/2023,5.367,3,11,4,7.123,2.86,30.683,329.099,0.155,4.145,4600,Slightly Polluted
2023,UNTUT,15/7/2023,3.659,14,54,16,7.148,6.45,27.396,354.961,0.168,21.598,52000000,Polluted
2023,UNTUT,13/9/2023,3.8,8,33,7,7.079,3.11,28.516,288.396,0.136,5.178,10900000,Slightly Polluted
2023,UNTUT,15/11/2023,3.433,1,20,12,7.09,2.69,28.585,296.764,0.14,2.424,1330000,Slightly Polluted
2023,BUNOS,9/1/2023,4.102,10,28,7,7.767,2.49,29.702,236.514,0.11,14.938,810000,Slightly Polluted
2023,BUNOS,8/3/2023,5.725,8,24,8,7.48,2.66,31.636,240.265,0.112,8.167,460000,Slightly Polluted
2023,BUNOS,17/5/2023,4.884,6,31,8,7.221,2.36,31.166,227.496,0.106,8.875,550000,Slightly Polluted
2023,BUNOS,12/7/2023,6.146,6,28,29,7.611,1.31,30.242,229.327,0.107,37.192,1390000,Slightly Polluted
2023,BUNOS,11/9/2023,4.907,8,34,31,8.138,2.79,30.437,231.201,0.108,24.172,5800000,Slightly Polluted
2023,BUNOS,10/11/2023,3.935,9,25,12,7.255,3,27.777,247.625,0.116,9.239,1530000,Slightly Polluted
2023,BELONGKONG,9/1/2023,5.548,5,22,<1.000,7.266,3.77,27.548,262.42,0.123,1.747,790000,Slightly Polluted
2023,BELONGKONG,8/3/2023,6.805,5,16,7,7.186,3.52,29.253,261.603,0.122,5.051,690000,Slightly Polluted
2023,BELONGKONG,16/5/2023,6.062,6,18,4,7.083,2.72,30.885,263.276,0.123,2.577,850000,Slightly Polluted
2023,BELONGKONG,12/7/2023,7.902,4,21,12,7.251,1.29,28.326,266.905,0.125,26.411,1350000,Clean
2023,BELONGKONG,11/9/2023,7.092,4,21,6,7.161,2.52,28.768,253.711,0.119,4.484,500000,Slightly Polluted
2023,BELONGKONG,10/11/2023,7.876,4,20,4,7.283,1.43,29.121,265.559,0.124,9.469,970000,Clean
2023,AIR BUSUK,9/1/2023,4.276,32,87,8,7.408,13.4,28.857,341.01,0.161,15.202,14800000,Polluted
2023,AIR BUSUK,8/3/2023,3.961,26,107,16,7.224,12.4,30.26,359.147,0.169,31.18,66000000,Polluted
2023,AIR BUSUK,16/5/2023,3.078,32,99,22,7.078,10.4,30.364,349.152,0.164,14.341,17200000,Polluted
2023,AIR BUSUK,12/7/2023,6.404,14,50,20,7.307,4.82,29.097,241.122,0.113,10.931,5200000,Slightly Polluted
2023,AIR BUSUK,11/9/2023,2.877,41,105,29,7.174,11.4,29.11,334.473,0.158,18.772,18500000,Polluted
2023,AIR BUSUK,10/11/2023,4.044,33,116,60,7.115,6.35,29.606,308.744,0.145,13.008,10600000,Polluted
2023,BUNOS,9/1/2023,7.009,5,20,<1.000,7.141,0.02,27.62,126.9,0.058,2.376,3700,Clean
2023,BUNOS,8/3/2023,6.94,2,7,4,7.046,0.04,28.567,143.377,0.066,4.325,370000,Clean
2023,BUNOS,17/5/2023,6.463,7,23,5,6.904,0.16,28.794,134.475,0.062,4.465,730000,Clean
2023,BUNOS,12/7/2023,7.52,5,23,6,7.174,0.23,27.935,171.066,0.079,6.139,20000,Clean
2023,BUNOS,11/9/2023,6.325,8,21,4,6.937,0.23,27.878,127.448,0.059,3.999,53000,Clean
2023,BUNOS,10/11/2023,7.508,5,15,4,7.054,0.01,27.851,135.498,0.063,5.597,68,Clean
2023,JINJANG,7/1/2023,3.78,10,39,12,7.169,4.98,28.514,237.502,0.111,14.705,920000,Polluted
2023,JINJANG,18/3/2023,5.108,8,35,18,7.122,7.28,29.734,311.698,0.146,16.236,2500000,Slightly Polluted
2023,JINJANG,13/5/2023,6.128,8,29,27,7.186,3.11,30.97,221.673,0.103,17.631,370000,Slightly Polluted
2023,JINJANG,15/7/2023,6.071,8,26,33,7.175,4.68,28.233,260.351,0.122,22.977,480000,Slightly Polluted
2023,JINJANG,13/9/2023,5.502,9,51,108,7.155,8.03,30.39,312.338,0.147,126.67,5800000,Polluted
2023,JINJANG,14/11/2023,3.793,8,26,34,6.976,5.58,28.81,258.406,0.121,25.387,630000,Polluted
2023,KERAYONG,4/1/2023,3.831,10,47,18,7.401,6.87,28.478,277.042,0.13,10.943,290000,Polluted
2023,KERAYONG,7/3/2023,4.005,13,42,12,7.418,9,29.897,385.196,0.182,9.697,505000,Polluted
2023,KERAYONG,9/5/2023,4.249,6,28,12,7.219,4.38,29.965,271.61,0.127,4.126,540000,Slightly Polluted
2023,KERAYONG,6/7/2023,4.874,10,32,10,7.306,6.25,28.827,267.161,0.125,6.794,760000,Slightly Polluted
2023,KERAYONG,6/9/2023,5.431,7,32,13,7.444,3.36,27.778,195.141,0.091,11.025,420000,Slightly Polluted
2023,KERAYONG,6/11/2023,4.635,11,31,12,7.533,6.76,29.5,338.563,0.159,8.855,790000,Slightly Polluted
2023,KEROH,9/1/2023,5.414,16,43,5,7.293,6.39,28.296,219.371,0.102,11.099,660000,Slightly Polluted
2023,KEROH,20/3/2023,5.672,9,34,15,7.177,4.33,28.604,208.432,0.097,13.494,1550000,Slightly Polluted
2023,KEROH,17/5/2023,5.453,11,37,14,6.965,4.23,30.36,187.815,0.087,8.668,340000,Slightly Polluted
2023,KEROH,17/7/2023,5.91,12,37,16,7.086,5.41,28.058,208.978,0.098,9.693,4800000,Slightly Polluted
2023,KEROH,14/9/2023,5.104,13,50,18,7.102,4.98,30.256,231.623,0.108,14.86,10900000,Polluted
2023,KEROH,15/11/2023,6.933,10,23,16,7.074,3.43,28.37,160.819,0.074,8.942,600000,Slightly Polluted
2023,KLANG,11/1/2023,6.144,11,32,23,7.302,2.23,26.808,170.326,0.079,19.867,3200000,Slightly Polluted
2023,KLANG,16/3/2023,6.237,9,43,12,7.179,4.25,27.565,220.073,0.103,11.363,440000,Slightly Polluted
2023,KLANG,15/5/2023,5.894,5,31,10,7.124,4.33,28.338,219.458,0.102,8.234,3700000,Slightly Polluted
2023,KLANG,11/7/2023,6.457,7,24,20,7.04,2.47,28.16,174.15,0.081,21.644,610000,Slightly Polluted
2023,KLANG,12/9/2023,6.333,4,12,17,7.041,1.29,28.607,128.465,0.059,9.185,320000,Clean
2023,KLANG,18/11/2023,5.54,6,25,20,7.048,1.82,27.593,173.507,0.081,24.596,900000,Slightly Polluted
2023,KUYOH,4/1/2023,5.878,7,28,25,7.197,3.14,28.18,185.115,0.086,21.647,570000,Slightly Polluted
2023,KUYOH,7/3/2023,5.786,7,29,22,7.334,6.01,30.127,264.238,0.124,22.373,550000,Slightly Polluted
2023,KUYOH,9/5/2023,5.266,7,20,21,7.042,5.86,30.266,246.458,0.115,13.35,400000,Slightly Polluted
2023,KUYOH,6/7/2023,5.576,15,35,24,7.125,5.46,28.66,251.815,0.118,17.703,560000,Slightly Polluted
2023,KUYOH,6/9/2023,5.775,22,38,34,7.454,3.69,28.388,192.13,0.089,24.308,580000,Polluted
2023,KUYOH,6/11/2023,5.931,5,20,28,7.453,3.69,29.6,210.275,0.098,19.705,580000,Slightly Polluted
2023,BATU,7/1/2023,5.404,9,23,43,7.368,2.35,27.199,169.223,0.079,47.026,510000,Slightly Polluted
2023,BATU,18/3/2023,5.229,7,33,20,7.191,6.52,29.256,299.515,0.141,12.683,410000,Slightly Polluted
2023,BATU,13/5/2023,4.814,9,24,50,7.968,4.22,30.205,266.291,0.125,28.064,490000,Slightly Polluted
2023,BATU,15/7/2023,6.135,7,19,46,7.3,3.86,27.607,235.129,0.11,49.597,460000,Slightly Polluted
2023,BATU,13/9/2023,4.632,9,39,36,7.197,6.98,29.322,291.936,0.137,23.95,460000,Slightly Polluted
2023,BATU,14/11/2023,5.585,7,23,16,7.225,4.8,28.263,252.571,0.118,17.257,390000,Slightly Polluted
2023,KERAYONG,11/1/2023,5.606,12,46,8,7.512,6.86,28.693,296.395,0.139,8.612,3100000,Slightly Polluted
2023,KERAYONG,16/3/2023,5.687,18,55,20,7.443,7.02,30.14,344.897,0.162,11.591,1350000,Polluted
2023,KERAYONG,15/5/2023,4.834,16,45,14,7.262,6.49,30.445,350.455,0.165,7.021,5700000,Polluted
2023,KERAYONG,11/7/2023,5.853,13,44,14,7.434,7.12,30.463,326.984,0.154,11.229,1570000,Slightly Polluted
2023,KERAYONG,12/9/2023,5.138,17,69,20,7.493,10.8,30.899,342.568,0.161,11.642,9200000,Polluted
2023,KERAYONG,18/11/2023,5.22,12,46,16,7.396,7.77,29.071,317.401,0.149,13.893,1800000,Slightly Polluted
2023,GOMBAK,10/1/2023,6.187,10,34,25,7.221,2.31,26.035,162.407,0.076,19.353,26000000,Slightly Polluted
2023,GOMBAK,20/3/2023,5.688,7,29,32,7.061,2.44,28.098,212.235,0.099,28.892,1580000,Slightly Polluted
2023,GOMBAK,13/5/2023,5.232,8,31,15,7.1,3.49,30.678,227.153,0.106,8.518,1840000,Slightly Polluted
2023,GOMBAK,15/7/2023,6.009,6,19,46,7.166,2.67,26.83,194.142,0.091,42.421,730000,Slightly Polluted
2023,GOMBAK,13/9/2023,6.033,7,39,42,7.132,1.57,27.281,188.678,0.088,26.851,13000000,Slightly Polluted
2023,GOMBAK,18/11/2023,5.016,7,20,16,7.037,1.54,27.573,179.18,0.083,14.281,1050000,Slightly Polluted
2023,BATU,7/1/2023,4.873,11,34,10,7.372,6.59,28.312,276.112,0.13,10.422,440000,Slightly Polluted
2023,BATU,18/3/2023,5.175,18,54,25,7.187,4.87,29.198,266.322,0.125,19.439,6400000,Polluted
2023,BATU,13/5/2023,5.519,9,28,19,7.227,3.87,29.933,222.481,0.104,12.602,410000,Slightly Polluted
2023,BATU,15/7/2023,6.697,4,24,101,7.216,1.5,28.226,143.161,0.066,79.609,390000,Slightly Polluted
2023,BATU,14/9/2023,4.907,11,35,17,7.221,7.83,29.616,316.205,0.149,12.392,1220000,Slightly Polluted
2023,BATU,14/11/2023,6.608,4,10,20,6.999,1.16,27.985,118.2,0.054,21.045,670000,Clean
